### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Anyone else ever get that tingly feeling that we're part of something world-changing? #Bitcoin,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Anyone else ever get that tingly feeling that we're part of something world-changing? #Bitcoin ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bad news: Bitcoin on the decline.
Current Rate: 8680.62 USD = 1 BTC",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bad news: Bitcoin on the decline.
Current Rate: 8680.62 USD = 1 BTC ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@ #1, Bitcoin with unit price of $8,721.02, market cap of $147,683,819,562 (44.04%), and 24 hr vol. of $5,484,840,000 (37.48%)",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @ #1, Bitcoin with unit price of $8,721.02, market cap of $147,683,819,562 (44.04%), and 24 hr vol. of $5,484,840,000 (37.48%) ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Mar 22, 2018 06:00PM #Bitcoin Price:
USD 8752.51 | EUR 7067.80 | JPY 936418.95",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Mar 22, 2018 06:00PM #Bitcoin Price:
USD 8752.51 | EUR 7067.80 | JPY 936418.95 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Two Hour Lull Update: CryptoCompare Bitcoin price: $8664.23 #bitcoin,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Two Hour Lull Update: CryptoCompare Bitcoin price: $8664.23 #bitcoin ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Average Bitcoin market price is: USD 8,675.33, EUR 7,046.78",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Average Bitcoin market price is: USD 8,675.33, EUR 7,046.78 ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin:$8721.02
Ethereum:$540.487
Bitcoin Cash:$1017.03
Litecoin:$163.289
Ripple:$0.657819
IOTA:$1.33",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin:$8721.02
Ethereum:$540.487
Bitcoin Cash:$1017.03
Litecoin:$163.289
Ripple:$0.657819
IOTA:$1.33 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current BTC Dominance: 44.01% #Bitcoin #Altcoin #Cryptocurrency,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current BTC Dominance: 44.01% #Bitcoin #Altcoin #Cryptocurrency ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin - BTC
Price: $8,721.02
Change in 1h: -0.14%
Market cap: $147,683,819,562.00
Ranking: 1
#Bitcoin #BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin - BTC
Price: $8,721.02
Change in 1h: -0.14%
Market cap: $147,683,819,562.00
Ranking: 1
#Bitcoin #BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8721.02 / 7078.415€
1 bitcoin-cash = $1017.03 / 825.472€
1 ethereum = $540.092 / 438.365€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8721.02 / 7078.415€
1 bitcoin-cash = $1017.03 / 825.472€
1 ethereum = $540.092 / 438.365€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8721.02 / 7078.415€
1 bitcoin-cash = $1017.03 / 825.472€
1 ethereum = $540.092 / 438.365€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8721.02 / 7078.415€
1 bitcoin-cash = $1017.03 / 825.472€
1 ethereum = $540.092 / 438.365€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 #BTC (#Bitcoin) quotes:
$8650.00/$8652.82 #Bitstamp
$8620.00/$8632.10 #Kraken
⇢$-32.82/$-17.90
$8598.93/$8685.36 #Coinbase
⇢$-53.89/$35.36",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 #BTC (#Bitcoin) quotes:
$8650.00/$8652.82 #Bitstamp
$8620.00/$8632.10 #Kraken
⇢$-32.82/$-17.90
$8598.93/$8685.36 #Coinbase
⇢$-53.89/$35.36 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Install CryptoTab and mine Bitcoin! httpGet more than 1 BTC per month! Develop the network and get your rewardss://getcryptotab.com/422427,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Install CryptoTab and mine Bitcoin! httpGet more than 1 BTC per month! Develop the network and get your rewardss://getcryptotab.com/422427 ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#XEM Price is 0.00003374 (-0.00000011) #BTC / 0.292824 (-0.00112) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #XEM Price is 0.00003374 (-0.00000011) #BTC / 0.292824 (-0.00112) #USD. Market rank is 13. #nem #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#ADA Price is 0.00002297 (-0.00000011) #BTC / 0.199412 (-0.00104) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #ADA Price is 0.00002297 (-0.00000011) #BTC / 0.199412 (-0.00104) #USD. Market rank is 6. #cardano #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#DASH Price is 0.0474768 (-0.00029230) #BTC / 412.08 (-2.72100) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #DASH Price is 0.0474768 (-0.00029230) #BTC / 412.08 (-2.72100) #USD. Market rank is 12. #dash #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#SUB Price is 0.00004829 (+0.00000056) #BTC / 0.419721 (+0.00527) #USD. Market rank is 114. #substratum #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #SUB Price is 0.00004829 (+0.00000056) #BTC / 0.419721 (+0.00527) #USD. Market rank is 114. #substratum #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#EOS Price is 0.00079116 (-0.00000373) #BTC / 6.86695 (-0.03540) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #EOS Price is 0.00079116 (-0.00000373) #BTC / 6.86695 (-0.03540) #USD. Market rank is 7. #eos #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"BTC hourly update
$8689.58    |    -0.0032%📉
$BTC #BTCUSD #Bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC hourly update
$8689.58    |    -0.0032%📉
$BTC #BTCUSD #Bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of #Bitcoin is $8650.00,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of #Bitcoin is $8650.00 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Fri Mar 23 02:00:20 2018 (10:57)
USD : 8651.21
Wght: 0.43
Blk#: 514744
Size: 491.3 KB
TXs:  1165
Pool: 60 (0.0 MB)
#bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Fri Mar 23 02:00:20 2018 (10:57)
USD : 8651.21
Wght: 0.43
Blk#: 514744
Size: 491.3 KB
TXs:  1165
Pool: 60 (0.0 MB)
#bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Curious about where $BTC stands? Bitcoin is $8650.00 Enjoy your day. ↕️,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Curious about where $BTC stands? Bitcoin is $8650.00 Enjoy your day. ↕️ ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#Bitcoin Price 8650.00 USD via Chain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Bitcoin Price 8650.00 USD via Chain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1,255 increase in MPI over sale of Bitcoin!!!!!!! (from this month over last month) Go! Go! Go!!",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1,255 increase in MPI over sale of Bitcoin!!!!!!! (from this month over last month) Go! Go! Go!! ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},New #bitcoin block 0000000000000000000ddc396a7ed473727624a4e72287b0d9b45c8c6a1022c5 mined at height 514744.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: New #bitcoin block 0000000000000000000ddc396a7ed473727624a4e72287b0d9b45c8c6a1022c5 mined at height 514744. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8650.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8650.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice ### Assistant: Positive
